interactionID	basisOfRecord	sourceTaxonId	sourceTaxonName	sourceVerbatimName	sourceFamilyName	sourceCommonName	sourceSexName	sourceSexID	sourceLifeStageName	sourceAssociatedSequences	interactionTypeId	isNegated	interactionTypeName	targetBodyPartName	targetBodyPartId	experimentalConditionName	experimentalConditionId	targetTaxonId	targetTaxonName	targetVerbatimName	targetFamilyName	targetCommonName	targetLifeStageName	targetAssociatedSequences	country	stateProvince	county	verbatimLocality	localityId	locality	habitat	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	georeferenceRemarks	minimumElevationInMeters	maximumElevationInMeters	verbatimEventDate	eventDate	eventTime	referenceDoi	referenceCitation	referenceType	primarySource	enteredBy	notes
630	literatureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=699466	Peponapis Pruinosa		Apidae	squash bee	female	http://purl.obolibrary.org/obo/FBcv_0000334			http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=22373	Cucurbita pepo L.		Cucurbitaceae	field pumpkin			United States	Virginia	Frederick	in Northern Virginia and Maryland, as noted on Fig 1 map			agricultural, flowering pumpkin field							during July and August 2006	2006.07.01/2006.08.31	0800/1000	https://doi.org/10.1603/029.102.0214	H. Esther Julier, Tai  H. Roulston, Wild Bee Abundance and Pollination Service in Cultivated Pumpkins: Farm Management, Nesting Behavior and Landscape Effects, Journal of Economic Entomology, Volume 102, Issue 2, 1 April 2009, Pages 563_573.	Journal Article	TRUE	Janice Van Wagner	
631	literatureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=699466	Peponapis Pruinosa		Apidae	squash bee	female	http://purl.obolibrary.org/obo/FBcv_0000334			http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=22373	Cucurbita pepo L.		Cucurbitaceae	field pumpkin			United States	Virginia		in Northern Virginia and Maryland, as noted on Fig 1 map		near or at intersection of Frederick, Clarke & Warren Counties	agricultural, flowering pumpkin field							during July and August 2006	2006.07.01/2006.08.31	0800/1000	https://doi.org/10.1603/029.102.0214	H. Esther Julier, Tai  H. Roulston, Wild Bee Abundance and Pollination Service in Cultivated Pumpkins: Farm Management, Nesting Behavior and Landscape Effects, Journal of Economic Entomology, Volume 102, Issue 2, 1 April 2009, Pages 563_573.	Journal Article	TRUE	Janice Van Wagner	
632	literatureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=699466	Peponapis Pruinosa		Apidae	squash bee	female	http://purl.obolibrary.org/obo/FBcv_0000334			http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=22373	Cucurbita pepo L.		Cucurbitaceae	field pumpkin			United States	Virginia		in Northern Virginia and Maryland, as noted on Fig 1 map		near or at intersection of Clarke, Loudoun & Fauquier Counties 	agricultural, flowering pumpkin field							during July and August 2006	2006.07.01/2006.08.31	0800/1000	https://doi.org/10.1603/029.102.0214	H. Esther Julier, Tai  H. Roulston, Wild Bee Abundance and Pollination Service in Cultivated Pumpkins: Farm Management, Nesting Behavior and Landscape Effects, Journal of Economic Entomology, Volume 102, Issue 2, 1 April 2009, Pages 563_573.	Journal Article	TRUE	Janice Van Wagner	
633	literatureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=699466	Peponapis Pruinosa		Apidae	squash bee	female	http://purl.obolibrary.org/obo/FBcv_0000334			http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=22373	Cucurbita pepo L.		Cucurbitaceae	field pumpkin			United States	Virginia	Henrico	in Northern Virginia and Maryland, as noted on Fig 1 map			agricultural, flowering pumpkin field							during July and August 2006	2006.07.01/2006.08.31	0800/1000	https://doi.org/10.1603/029.102.0214	H. Esther Julier, Tai  H. Roulston, Wild Bee Abundance and Pollination Service in Cultivated Pumpkins: Farm Management, Nesting Behavior and Landscape Effects, Journal of Economic Entomology, Volume 102, Issue 2, 1 April 2009, Pages 563_573.	Journal Article	TRUE	Janice Van Wagner	
634	literatureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=699466	Peponapis Pruinosa		Apidae	squash bee	female	http://purl.obolibrary.org/obo/FBcv_0000334			http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=22373	Cucurbita pepo L.		Cucurbitaceae	field pumpkin			United States	Virginia	New Kent	in Northern Virginia and Maryland, as noted on Fig 1 map			agricultural, flowering pumpkin field							during July and August 2006	2006.07.01/2006.08.31	0800/1000	https://doi.org/10.1603/029.102.0214	H. Esther Julier, Tai  H. Roulston, Wild Bee Abundance and Pollination Service in Cultivated Pumpkins: Farm Management, Nesting Behavior and Landscape Effects, Journal of Economic Entomology, Volume 102, Issue 2, 1 April 2009, Pages 563_573.	Journal Article	TRUE	Janice Van Wagner	
635	literatureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=699466	Peponapis Pruinosa		Apidae	squash bee	female	http://purl.obolibrary.org/obo/FBcv_0000334			http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=22373	Cucurbita pepo L.		Cucurbitaceae	field pumpkin			United States	Maryland	Frederick	in Northern Virginia and Maryland, as noted on Fig 1 map			agricultural, flowering pumpkin field							during July and August 2006	2006.07.01/2006.08.31	0800/1000	https://doi.org/10.1603/029.102.0214	H. Esther Julier, Tai  H. Roulston, Wild Bee Abundance and Pollination Service in Cultivated Pumpkins: Farm Management, Nesting Behavior and Landscape Effects, Journal of Economic Entomology, Volume 102, Issue 2, 1 April 2009, Pages 563_573.	Journal Article	TRUE	Janice Van Wagner	
636	literatureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=699466	Peponapis Pruinosa		Apidae	squash bee	male	http://purl.obolibrary.org/obo/FBcv_0000333			http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=22373	Cucurbita pepo L.		Cucurbitaceae	field pumpkin			United States	Virginia	Nelson	in Northern Virginia and Maryland, as noted on Fig 1 map			agricultural, flowering pumpkin field							during July and August 2006	2006.07.01/2006.08.31	0800/1000	https://doi.org/10.1603/029.102.0214	H. Esther Julier, Tai  H. Roulston, Wild Bee Abundance and Pollination Service in Cultivated Pumpkins: Farm Management, Nesting Behavior and Landscape Effects, Journal of Economic Entomology, Volume 102, Issue 2, 1 April 2009, Pages 563_573.	Journal Article	TRUE	Janice Van Wagner	
637	literatureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=699466	Peponapis Pruinosa		Apidae	squash bee	male	http://purl.obolibrary.org/obo/FBcv_0000333			http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=22373	Cucurbita pepo L.		Cucurbitaceae	field pumpkin			United States	Virginia		in Northern Virginia and Maryland, as noted on Fig 1 map		near or on Rockingham & Augusta County border	agricultural, flowering pumpkin field							during July and August 2006	2006.07.01/2006.08.31	0800/1000	https://doi.org/10.1603/029.102.0214	H. Esther Julier, Tai  H. Roulston, Wild Bee Abundance and Pollination Service in Cultivated Pumpkins: Farm Management, Nesting Behavior and Landscape Effects, Journal of Economic Entomology, Volume 102, Issue 2, 1 April 2009, Pages 563_573.	Journal Article	TRUE	Janice Van Wagner	
638	literatureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=699466	Peponapis Pruinosa		Apidae	squash bee	male	http://purl.obolibrary.org/obo/FBcv_0000333			http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=22373	Cucurbita pepo L.		Cucurbitaceae	field pumpkin			United States	Virginia	Frederick	in Northern Virginia and Maryland, as noted on Fig 1 map			agricultural, flowering pumpkin field							during July and August 2006	2006.07.01/2006.08.31	0800/1000	https://doi.org/10.1603/029.102.0214	H. Esther Julier, Tai  H. Roulston, Wild Bee Abundance and Pollination Service in Cultivated Pumpkins: Farm Management, Nesting Behavior and Landscape Effects, Journal of Economic Entomology, Volume 102, Issue 2, 1 April 2009, Pages 563_573.	Journal Article	TRUE	Janice Van Wagner	
639	literatureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=699466	Peponapis Pruinosa		Apidae	squash bee	male	http://purl.obolibrary.org/obo/FBcv_0000333			http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=22373	Cucurbita pepo L.		Cucurbitaceae	field pumpkin			United States	Virginia		in Northern Virginia and Maryland, as noted on Fig 1 map		near or at intersection of Frederick, Clarke & Warren Counties	agricultural, flowering pumpkin field							during July and August 2006	2006.07.01/2006.08.31	0800/1000	https://doi.org/10.1603/029.102.0214	H. Esther Julier, Tai  H. Roulston, Wild Bee Abundance and Pollination Service in Cultivated Pumpkins: Farm Management, Nesting Behavior and Landscape Effects, Journal of Economic Entomology, Volume 102, Issue 2, 1 April 2009, Pages 563_573.	Journal Article	TRUE	Janice Van Wagner	
640	literatureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=699466	Peponapis Pruinosa		Apidae	squash bee	male	http://purl.obolibrary.org/obo/FBcv_0000333			http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=22373	Cucurbita pepo L.		Cucurbitaceae	field pumpkin			United States	Virginia		in Northern Virginia and Maryland, as noted on Fig 1 map		near or at intersection of Clarke, Loudoun & Fauquier Counties 	agricultural, flowering pumpkin field							during July and August 2006	2006.07.01/2006.08.31	0800/1000	https://doi.org/10.1603/029.102.0214	H. Esther Julier, Tai  H. Roulston, Wild Bee Abundance and Pollination Service in Cultivated Pumpkins: Farm Management, Nesting Behavior and Landscape Effects, Journal of Economic Entomology, Volume 102, Issue 2, 1 April 2009, Pages 563_573.	Journal Article	TRUE	Janice Van Wagner	
641	literatureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=699466	Peponapis Pruinosa		Apidae	squash bee	male	http://purl.obolibrary.org/obo/FBcv_0000333			http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=22373	Cucurbita pepo L.		Cucurbitaceae	field pumpkin			United States	Virginia	Henrico	in Northern Virginia and Maryland, as noted on Fig 1 map			agricultural, flowering pumpkin field							during July and August 2006	2006.07.01/2006.08.31	0800/1000	https://doi.org/10.1603/029.102.0214	H. Esther Julier, Tai  H. Roulston, Wild Bee Abundance and Pollination Service in Cultivated Pumpkins: Farm Management, Nesting Behavior and Landscape Effects, Journal of Economic Entomology, Volume 102, Issue 2, 1 April 2009, Pages 563_573.	Journal Article	TRUE	Janice Van Wagner	
642	literatureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=699466	Peponapis Pruinosa		Apidae	squash bee	male	http://purl.obolibrary.org/obo/FBcv_0000333			http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=22373	Cucurbita pepo L.		Cucurbitaceae	field pumpkin			United States	Virginia	New Kent	in Northern Virginia and Maryland, as noted on Fig 1 map			agricultural, flowering pumpkin field							during July and August 2006	2006.07.01/2006.08.31	0800/1000	https://doi.org/10.1603/029.102.0214	H. Esther Julier, Tai  H. Roulston, Wild Bee Abundance and Pollination Service in Cultivated Pumpkins: Farm Management, Nesting Behavior and Landscape Effects, Journal of Economic Entomology, Volume 102, Issue 2, 1 April 2009, Pages 563_573.	Journal Article	TRUE	Janice Van Wagner	
643	literatureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=699466	Peponapis Pruinosa		Apidae	squash bee	male	http://purl.obolibrary.org/obo/FBcv_0000333			http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=22373	Cucurbita pepo L.		Cucurbitaceae	field pumpkin			United States	Maryland	Frederick	in Northern Virginia and Maryland, as noted on Fig 1 map			agricultural, flowering pumpkin field							during July and August 2006	2006.07.01/2006.08.31	0800/1000	https://doi.org/10.1603/029.102.0214	H. Esther Julier, Tai  H. Roulston, Wild Bee Abundance and Pollination Service in Cultivated Pumpkins: Farm Management, Nesting Behavior and Landscape Effects, Journal of Economic Entomology, Volume 102, Issue 2, 1 April 2009, Pages 563_573.	Journal Article	TRUE	Janice Van Wagner	
644	literatureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=699466	Peponapis Pruinosa		Apidae	squash bee					http://purl.obolibrary.org/obo/RO_0002470		fed on	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural lab	http://purl.obolibrary.org/obo/ENVO_01001405	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=22365	Cucurbita		Cucurbitaceae	gourd			United States	Virginia	Clarke	400 Blandy Farm Lane, Boyce, VA 22620 (Blandy Experimental Farm, Department of Environmental Sciences, University of Virginia)			agricultural, large screenhouse 	39.06	-78.064722					between 5 and 13 July, throughout August, mid-August 2006, in 2007, conducted studies...over 2 yr	2006.07.01/2008.07.31		https://doi.org/10.1603/029.102.0214	H. Esther Julier, Tai  H. Roulston, Wild Bee Abundance and Pollination Service in Cultivated Pumpkins: Farm Management, Nesting Behavior and Landscape Effects, Journal of Economic Entomology, Volume 102, Issue 2, 1 April 2009, Pages 563_573.	Journal Article	TRUE	Janice Van Wagner	Females also observed returning to nests with pollen
645	literatureRecord	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=699466	Peponapis Pruinosa		Apidae	squash bee					http://purl.obolibrary.org/obo/RO_0002470		fed on	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural lab	http://purl.obolibrary.org/obo/ENVO_01001405	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=32431	Agastache		Lamiaceae	giant hyssop			United States	Virginia	Clarke	400 Blandy Farm Lane, Boyce, VA 22620 (Blandy Experimental Farm, Department of Environmental Sciences, University of Virginia)			agricultural, large screenhouse 	39.06	-78.064722					between 5 and 13 July, throughout August, mid-August 2006, in 2007, conducted studies...over 2 yr	2006.07.01/2008.07.31		https://doi.org/10.1603/029.102.0214	H. Esther Julier, Tai  H. Roulston, Wild Bee Abundance and Pollination Service in Cultivated Pumpkins: Farm Management, Nesting Behavior and Landscape Effects, Journal of Economic Entomology, Volume 102, Issue 2, 1 April 2009, Pages 563_573.	Journal Article	TRUE	Janice Van Wagner	Females also observed returning to nests with pollen
